,title,price,location,description,link,Kilométrage,Couleur du véhicule,Etat du véhicule,Année,Cylindrée,Boite,Marque,Modèle,Puissance fiscale,Type de carrosserie,Carburant
714,Peugeot 206 ,13200.0,Béja,Peugeot 206 Basic intérieur et extérieur ndhif أوراقها الكل خالصين عام القدام 4 عجالي جدد Jante Aluminium Batterie 🔋 Jdida (3 mois) Poste Bleutooth Voiture 0 défaut,https://www.tayara.tn/item/641d89bff87420510e56ec92/,1.0,Gris,Avec kilométrage,2002,1.1L,Manuelle,Peugeot,206+,4.0,Compacte,Essence
715,voiture ,9999.0,Nabeul,Peugeot 205 jenior 4ch essence ndhifa barcha moteur jdid Afficher,https://www.tayara.tn/item/641d894540a1c5493b82c4ea/,300.0,Bleu,Nouveau,1993,1.2L,Manuelle,Peugeot,205,4.0,Compacte,Essence
716,polo 8 tres propre ,37500.0,Sousse,A vendre polo 8 4 cv 1.0 mpi voiture très économique et propre tout option vitre électrique climatiseur Rétroviseur électrique pkus d'information sur Afficher ,https://www.tayara.tn/item/641d866240a1c5493b82c47c/,180000.0,Gris,Nouveau,2019,<1.0L,Manuelle,Volkswagen,Polo,4.0,Compacte,Essence
717,Megane 2 2.0 GT,0.0,Nabeul,je met en vente une très belle megane 2 phase 2 dci GT line origine renault 2L 7ch 150 chevaux dynamiques. Une voiture très puissante toute options 0 dépenses. papiers 2023 en règle 4 pneus neufs jantes allu/17 2 optiques angel eyes avec feu du jour radar de recul origine poste Android Caméra de recul toit ouvrant double toit ... ,https://www.tayara.tn/item/641d82ec40a1c5493b82c421/,127000.0,Noir,Avec kilométrage,2007,2.0L,Manuelle,Renault,Megane,7.0,Berline,Diesel
718,Location voiture commerciale ,50.0,Ariana,Location voiture commerciale avec chauffeur  Afficher ,https://www.tayara.tn/item/641d829df87420510e56eb9f/,200.0,Bleu,Nouveau,2008,2.0L,Manuelle,Volkswagen,Caddy,8.0,Utilitaire,Diesel
719, Ford fiesta titanium essence 132000 km toutes options,0.0,Ben Arous, A vendre ford fiesta titanium essene 5ch toutes options Modèle 2017 4 pneus neufs voiture état en excellent état ,https://www.tayara.tn/item/641d818ef87420510e56eb79/,132000.0,Blanc,Avec kilométrage,2017,1.3L,Manuelle,Ford,Fiesta,5.0,Berline,Essence
720,🛑à vendre Toyota CHR première main 🤚 tt options modèle 2020 très bien entretenu avec carnet d’entretien 📒,86000.0,Tunis,voiture 0 défaut première main 6cv essence boîte automatique jante allu grip control écran centrale tactile climatisation automatique régulateur de vitesse lumière d’ambiance radar de recul (camera) Bluetooth,https://www.tayara.tn/item/641d808540a1c5493b82c3ca/,64000.0,Rouge,Nouveau,2020,1.4L,Automatique,Toyota,FJ,6.0,Compacte,Essence
721,Bmw serie1 118i boite auto,0.0,Sousse,Voiture en très bon état,https://www.tayara.tn/item/641d8068f87420510e56eb4e/,105000.0,Noir,Avec kilométrage,2016,1.6L,Automatique,BMW,Serie 1,7.0,Berline,Essence
722,mercedes E250 cdi restylee ,74000.0,Sousse,Bonjour mise en vente a votre disposition cette mgnifique mercedes E250 cdi restylee _12 ch diesel _boite auto.. _2012 _km 162000 _la voiture en tres bon etat comme vous pouvez voir sur les photos..tous les entretien deja fais ( vedange moteur ..vedange boite..) _posibilitee de echange _prix 74000 _TEL Afficher/ Afficher,https://www.tayara.tn/item/641d7ff8f87420510e56eb3e/,162000.0,Noir,Avec kilométrage,2012,2.2L,Automatique,Mercedes-Benz,Classe E,12.0,Berline,Diesel
723,vendre voiture ,17500.0,Siliana,véhicule en bonne état a vendre ,https://www.tayara.tn/item/641d7c7040a1c5493b82c330/,703359.0,Blanc,Avec kilométrage,1993,1.1L,Manuelle,Isuzu,D-MAX,9.0,Autres,Diesel
724,citroen berlingo ,38500.0,Sousse, bonjour mise en vente citroen berlingo _premiere main _voiture jamais touchee 0 depense _km 94000 entretien a jour chez maison mere _fin 2018 (voiture neufe) _5 ch diesel 2 place _TEL Afficher/ Afficher,https://www.tayara.tn/item/641d7a02f87420510e56ea75/,94000.0,Blanc,Avec kilométrage,2018,1.6L,Manuelle,Citroen,Berlingo,5.0,Berline,Diesel
725,Golf 6 bleu ciel,32500.0,Nabeul,A vendre une belle voiture Golf 6 toute option annee 2010 disiel,https://www.tayara.tn/item/641d75fb40a1c5493b82c256/,330.0,Bleu,Avec kilométrage,2010,1.4L,Manuelle,Volkswagen,Golf,5.0,Compacte,Diesel
726,golf style plus tsi,1.0,Ariana,voiture en tres bonne etat 156 mille certifié peinture d’origine ,https://www.tayara.tn/item/641d7272f87420510e56e95b/,156000.0,Noir,Nouveau,2011,1.2L,Manuelle,Volkswagen,Volkswagen.Golf,5.0,Compacte,Essence
727,voiture à vendre ou échange n 28433403,0.0,Sousse,Mercedes classe E diesel boîte auto tt option ,https://www.tayara.tn/item/641d6fdf40a1c5493b82c16a/,241.0,Noir,Avec kilométrage,2010,3.0L,Automatique,Mercedes-Benz,Classe E,10.0,Compacte,Diesel
728, land Rover Discovery Sport Voiture Importée d'Allemagne Série 232 TU,198000.0,Ariana," ☎ Tel Afficher : Mr ADIB BOUZAYEN ---------------- 🟢 Voiture importée D'Allemagne🇩🇪 Dernière Séries 231TU...🇹🇳"" Options : ➡️ Sellerie en cuir ➡️ Siege électriques ➡ Camera de recul ➡️ Commande online system ➡️ Feux Full led ➡ Volant multifonction ➡ Regulateur de vitesse ➡ Assistant franchissement de ligne actif ➡ Hayon arrière elec ➡ Éclairage d'ambiance... ",https://www.tayara.tn/item/63681c36a18fb2e762c2338e/,105000.0,Beige,Avec kilométrage,2018,2.0L,Automatique,Land Rover,Range Rover Sport,10.0,4 x 4,Diesel
729," Evoque""Hybride DIESEL Voiture importée D'Allemagne Dernière",245000.0,Tunis,☎ Tel Afficher : Mr ADIB BOUZAYEN ---------------- 🟢C'est une voiture belle et luxueuse... Avec Une Nouvelle technologie du Moteur Diesel couplé à une Hybridation très efficace ce qui se traduit par un Moteur efficient et nerveux!!! Options : ➡️ Conduite semi-autonome ➡️ Compteur digital ➡️ DVD ➡️ Sellerie en cuir ➡️ Siege elect ( position mémoire ) ➡ Camera de recul ➡️ Commande online system ➡️ Full led pour les optics ➡ Volant multifonction ➡ Toit Panoramique ➡ Regulateur de vitesse ➡ Assistant franchissement de ligne actif ➡ Hayon arrière elec ➡ Éclairage d'ambiance... ,https://www.tayara.tn/item/6318833e4736dff894fa2654/,60000.0,Noir,Nouveau,2019,2.0L,Automatique,Land Rover,Range Rover Evoque,8.0,4 x 4,Hybride
730,Mercedes Classe A Facelift ‼️ Séries 231 Tu ...,78000.0,Ariana,☎️ Tel Afficher: Mr Adib BOUZAYEN ---------------- 🟢 Voiture Importée d'Allemagne Dernière Séries 231TU ...🔥 Options : ➡️ Voiture montage Allemand Dernière Séries 231... ➡️ Camera de recul ➡ Jantes alliage ➡️ Feux LED et xénon ➡️ Régulateur de vitesse ➡️ Commande au volant ➡ Sieges Pilot ➡ Bluetooth... ☎️ Tel Afficher: Mr Adib BOUZAYEN,https://www.tayara.tn/item/63a475f025c79fc72be17e84/,165000.0,Gris,Avec kilométrage,2017,1.5L,Manuelle,Mercedes-Benz,Classe A,5.0,Compacte,Diesel
731,"Classe C Voiture Montage Allemand Série 186 Tu ... ""Boite Auto et Toit""",68500.0,Ariana, 🟢 Voiture bien entretenue et en excellent état‼️) ⛔ MOTORISATION : 8 CV Essence ⛔ Date de 1 ère mise en circulation : 09/2012 ⛔ KILOMÉTRAGE : 190 000 km (Kilométrage certifié)💯. Options : ➡️ Voiture zéro défaut ➡️ Toit ouvrant ➡️ Jantes Allu ➡️ Capteur de freinage d'urgence ➡️ Climatisation automatique bizone ➡️ Régulateur DE vitesse ➡️ Climatisation automatique bizone ➡️ Radar de recul ➡️ Optic bi xénon ➡️ Bluetooth dvd ➡️ Rétroviseurs électriques RABATTABLES... ☎️ Tel Afficher : Mr ADIB BOUZAYEN DT,https://www.tayara.tn/item/63f326b030c4f61e5134838b/,190000.0,Noir,Avec kilométrage,2012,1.6L,Automatique,Mercedes-Benz,Classe C Coupe,8.0,Berline,Essence
732,SSANGYONG REXTON 2017,80000.0,Sfax,"4X4 tout terrain, en très bonne état. Confort : Fauteuils en cuire, le boîte automatique… Kilométrage : 257000 KM - Entretien : SAV de la Ste SSANGYONG à sfax Voiture ultra robuste et fiable ",https://www.tayara.tn/item/641d64a5f87420510e56e79c/,257000.0,Noir,Avec kilométrage,2017,3.0L,Automatique,Ssangyong,Rexton,10.0,4 x 4,Diesel
733,Fiat uno,6800.0,Monastir,voiture fiat uno en bon état entretien dans les normes et les délais prix légèrement négociable tel: Afficher ,https://www.tayara.tn/item/641d623640a1c5493b82bf7e/,320.0,Blanc,Avec kilométrage,1990,1.2L,Manuelle,Fiat,Uno,4.0,Autres,Essence
734,Clio 4 ,37500.0,Bizerte,Clio life plus voiture très bien entretenue jamais accidenté moteur 4 cylindres 5 chevaux bluetooth régulateur de vitesse prix légèrement négociable disponible à Bizerte ,https://www.tayara.tn/item/641d5bd040a1c5493b82beaf/,82000.0,Rouge,Avec kilométrage,2019,1.2L,Manuelle,Renault,Clio,5.0,Compacte,Essence
735,HYUNDAI I20 HIGH GRADE PREMIÈRE MAIN TOUT OPTION ,47500.0,Bizerte,🇯🇵 🚘 HYUNDAI I20 HIGH GRADE 🚘 VOITURE PREMIÈRE MAIN ENCORE EN GARANTIE TOUT OPTION À L'ÉTAT D'ORIGINE 100% ✅ KLM 70 ✅ Tout options ✅ Jantes aluminiums (redsecourjamaisutilisé) ✅ climatronic bi-zone 📆 ANNÉE 2020 ✅ Essence 5cv ✅️ 4 cylindre ✅ Fermeture Centrale ✅ 4 Vitres électriques ✅ Rétroviseur électriques et rabattable ✅ Voulant multi-fonction ✅ USB/AUX ✅ Bluetooth ✅ Antibrouillards directionnels ✅ Feux du jour Led ✅ Capteur de pluie ✅ Capteur de lumière ✅ Accoudoir centrale ✅ Radar de recul ✅️ Caméra de recul ☎️ Afficher,https://www.tayara.tn/item/641d587d40a1c5493b82be59/,70.0,Autre,Avec kilométrage,2020,1.2L,Manuelle,Hyundai,I 20,5.0,Compacte,Essence
736,peugeot 208 a vendre ,1.0,Gafsa,"Peugeot 208 à vendre Année 2013 , 5 CV ESSENCE EN EXCELLENT ÉTAT Kilométrage :148,000 réelle Climatiseur en marche 2 vitres électrique 4 jantes aluminium Direction assisté Fermeture central anti brouillard Fermeture central Double clés d'origine Jamais accidenté VOITURE TRÈS TRÈS PROPRE INTÉRIEUR ET EXTÉRIEUR VISIBLE A GAFSA Téléphone : Afficher ",https://www.tayara.tn/item/641d57d140a1c5493b82be49/,148.0,Gris,Avec kilométrage,2013,1.2L,Manuelle,Peugeot,208,5.0,Compacte,Essence
737,Ford transit frigorifié ,72.0,Bizerte,voiture neuve très peu utilisé entretien dans la maison frigo enregistrer dans la carte de grise  Afficher,https://www.tayara.tn/item/641d548940a1c5493b82be01/,100.0,Bleu,Nouveau,2021,2.0L,Manuelle,Ford,Transit,7.0,Utilitaire,Diesel
738,👉 𝐌𝐚𝐳𝐝𝐚 𝟑 💎dossier leasing 𝟐𝟎𝟏𝟗 🚘❤️👌,0.0,Tunis,"🆕 A VENDRE 🚘 👑 Mazda 3 Skyactiv High grade sous dossier leasing Voiture encore sous garantie 💰💲PRIX : 55 000 DT en premier dépôt avec 1617 milles chaque mois pendant 10 mois ✌🏠⛳Voiture visible dans notre Show-Room HBIB AUTO route de la Marsa en face carrefour pour visite heure travail de 08:30 H jusqu'à 19:00H 🚫 Svp pas de dérangement après 19H00 ☎️ -📲 Tel : Afficher / Afficher ⛔️ Pour les sérieux, Curieux s'abstenir. 🚫 SVP Prix légèrement négociable. ✅➡Carte grise tunisienne TU 209 ✅➡Puissance : 6CV Essence ✅➡⛽️ Énergie : Essence. ✅➡Boîte Manuelle ✅➡Kilométrage : 77000 km seulement ✅➡Première Mise en circulation : 01/04/2019 ✅➡Toit ouvrant électrique ✅➡Couleur extérieure : Bleu nuit ✅➡Couleur intérieure: cuir en blanc sale ✅➡ Feux Bi xénon full LED ✅➡Sièges électriques sport ✅➡Sonorisation Bose, affranchissement en ligne et détecteur d'obscurité, star stop ✅➡affiche en tête et vitres sur teintées origine ✅➡KEYLESS-GO ✅➡Retro rabattables électriques chauffants. 🚙🚕🚗🚙🚕🚗🚙🚕🚗🚙🚕🚗🚙🚕🚗🚙🚕🚗 ♫→ Écran avec souris qui affiche toutes les options de la voiture. ♫→Volant Multifonctions en cuir. ♫→Jantes Aluminium 18'' avec pneus Run Flat neuf ♫→Radar de recul Av/Ar avec caméra de recul ♫→Voiture presque neuve première main et encore sous garantie ₪💰💲 PRIX ☎️-📲 Tél : Afficher / Afficher ⛔️ SVP uniquement pour les sérieux, Curieux s'abstenir. 🚫 SVP Prix légèrement négociable. Échange possible uniquement avec Voiture de luxe et neuves",https://www.tayara.tn/item/64196be840a1c5493b826280/,77000.0,Bleu,Avec kilométrage,2019,1.5L,Manuelle,Mazda,3,6.0,Utilitaire,Essence
739,voiture d'occasion Propre ,8500.0,La Manouba,voiture économique 2 porte direction assistée ,https://www.tayara.tn/item/641d1ad1f87420510e56e47f/,200.0,Bleu,Avec kilométrage,1996,1.9L,Manuelle,Volkswagen,Polo,5.0,Autres,Diesel
740,Voiture ,35.5,Tunis,Golf 6 boîte automatique Tsi deux bandes rouges 121 km,https://www.tayara.tn/item/641cffa640a1c5493b82bc3a/,121.0,Noir,Avec kilométrage,2009,1.6L,Automatique,Volkswagen,Golf,9.0,Berline,Essence
741,dacia dokker neuf,0.0,Ariana,"a vendre voiture personnel TRANSFERT DOSSIER LEASING !!!!!!!!! dacia dokker etat neuf serie 229 annee 2022 , aucune rayure , encore sous garantie avec son carnet d’entretien kilometrage : 24000km sur leasing , 12 mois payé , encore 24 mois x 1100dt  Afficher ",https://www.tayara.tn/item/641cf02240a1c5493b82bbc4/,24000.0,Noir,Nouveau,2022,1.5L,Manuelle,Dacia,Dokker,6.0,Utilitaire,Diesel
742,Dacia sandero 2014,27.5,Kasserine,"je met en vente une trés propre voiture dacia sandero 1.2 essence 05 cheveaux et 04 cylindres tres bien entretenue climatisé,02 vitres electriques,fermeture centralisée ,double clés d'origines karehba mta3 ksiba 00 consomation disponible à kasserine ville numéro de téléphone: Afficher",https://www.tayara.tn/item/641ce8d9f87420510e56e376/,131000.0,Gris,Avec kilométrage,2014,1.2L,Manuelle,Dacia,Sandero,5.0,Compacte,Essence
743,dacia dokker,1400.0,Ariana,A vendre ou a louer (possibilité avec chauffeur grand Tunis) une voiture utilitaire dacia dokker fin 2013 km227000 Tél Afficher ,https://www.tayara.tn/item/641ce643f87420510e56e35e/,227000.0,Beige,Avec kilométrage,2013,1.5L,Manuelle,Dacia,Dokker,6.0,Utilitaire,Diesel
744,AV MEGANE 3 SIMENS,0.0,Jendouba,AV une belle megane 3 dci moteur Siemens 6ch boite 6 gris serie 160 voiture bonne occasion kilométrage 179000 contacter moi sur : Afficher ,https://www.tayara.tn/item/641ce44df87420510e56e342/,179.0,Gris,Avec kilométrage,2011,1.5L,Manuelle,Renault,Megane,6.0,Berline,Diesel
745,mitsubishi L200 sportero,68000.0,Nabeul,voiture propre tt origine,https://www.tayara.tn/item/641ce3b840a1c5493b82bb58/,230000.0,Gris,Avec kilométrage,2013,2.5L,Automatique,Mitsubishi,L200,10.0,4 x 4,Diesel
746,voiture siena 2 à vendre ,13000.0,Ben Arous,siena 2 gris année 2005 avec moteur récemment changé ,https://www.tayara.tn/item/641ccd4b40a1c5493b82ba4c/,300000.0,Gris,Avec kilométrage,2005,1.2L,Manuelle,Fiat,Siena,5.0,Berline,Essence
747,Grand i10 neuf ,1.0,Sfax,Grand i10 voiture neuf tout option 5ch 4 cylindre tout option ,https://www.tayara.tn/item/641cc3d0f87420510e56e19e/,10000.0,Rouge,Avec kilométrage,2021,1.2L,Manuelle,Hyundai,I 10,5.0,Berline,Essence
748,Golf smart line ,56000.0,Sousse,Voiture toutes options 05/2017 Seulement pour les sérieux,https://www.tayara.tn/item/641cbfb540a1c5493b82b984/,125000.0,Noir,Avec kilométrage,2017,1.2L,Manuelle,Volkswagen,Golf,5.0,Compacte,Essence
749,voiture,11111111111.0,Sfax, Mercedes Benz CLS350 -4 Matic Special Edition . toute option tres bon etat avec Valise Diagnostic Exentry Das 5 .,https://www.tayara.tn/item/641cbe54f87420510e56e14e/,154000.0,Noir,Avec kilométrage,2012,3.0L,Automatique,Mercedes-Benz,Classe CLS,17.0,Berline,Diesel
750,Fiat linea première main ✋ ,17.5,Ben Arous,"je mets en vente ma voiture fiat linea (première main) avec un système d'alarme et un détecteur de mouvement. Prix : 17,500 (négociable) Numéro : Afficher",https://www.tayara.tn/item/641cb82240a1c5493b82b8ea/,294.0,Noir,Avec kilométrage,2008,1.5L,Manuelle,Fiat,Fiat.Linea,6.0,Berline,Essence
751,Autoradio vw neuf,850.0,Sousse,Autoradio android ecran 9 pouce Processeur quad core Android 12 Qualité son original Gps Camera de recul Diagnostic voiture Cast ios / android Usb / aux ,https://www.tayara.tn/item/641cb4def87420510e56e096/,1.0,Noir,Nouveau,2023,1.6L,Manuelle,Volkswagen,Golf 6,5.0,Autres,Essence
752,Isuzu TROPER ,999.0,La Manouba,Une très belle voiture Isuzu TROPER 4*4 Voiture puissante Moteur impeccable deasel État extérieur et intérieur plus que neuf Climatisation et chauffage en marche Pneu avant et arrière presque neuf Fermeture centrale en marche Saif Afficher,https://www.tayara.tn/item/641cade2f87420510e56e03f/,200.0,Vert,Avec kilométrage,2000,2.5L,Manuelle,Isuzu,Trooper,12.0,4 x 4,Diesel
753, hyndai I10 ,1.0,Sfax,voiture toute option 5 chv essence 4 vitre electrique Clim en marche état neuf année 2019,https://www.tayara.tn/item/641ca56640a1c5493b82b7eb/,110.0,Noir,Nouveau,2019,1.2L,Manuelle,Hyundai,I 10,5.0,Compacte,Essence
754,bonne occasion ,24000.0,Ariana,a vendre voiture 1 ère main toute option en tres bon état Peugeot 301 année 2013 13700 km tel : Afficher,https://www.tayara.tn/item/641c9f0b40a1c5493b82b7a2/,13700.0,Marron,Avec kilométrage,2013,1.2L,Manuelle,Peugeot,301,5.0,Berline,Essence
755,Golf 8 ACTIVE,106000.0,Nabeul,"🔔 PRIX: 106000 DT 🔔 Négociable 🇩🇪 Golf 8 AKTIVE Boite 6 Vitesse 110 CV Din🔥 🟢 Voiture Montage Allemand 🇩🇪 presque neuve avec faible Kilomètres et Dernière Séries✔️... ⛔ MOTORISATION : 5 CV ESSENCE Boite 6 ⛔ Date de 1 ère mise en circulation : 09/2021 ⛔ KILOMÉTRAGE : 35000km seulement (Kilométrage certifié)💯. Options : ➡️ Voiture Montage Allemand dernier série ➡️ Compteur Digital Cockpit Pro ➡️ Éclairage d’ambiance 30 Couleurs ➡️ Jantes Aluminium 16"" ➡️ Système démarrage sans clé 'Keyless Access Advanced' ➡️ Vitres arrière et lunette arrière surteintées ➡️ Climatisation automatique bizone ➡️ Sieges chauffants ➡️ Régulateur de vitesse adaptatif ➡️ Climatisation automatique bizone ➡️ Park Pilot ar/av ➡️ Bluetooth... ☎️ Tel Afficher",https://www.tayara.tn/item/641c9de140a1c5493b82b787/,35000.0,Blanc,Avec kilométrage,2022,<1.0L,Manuelle,Volkswagen,Golf,110.0,Berline,Essence
756,fiat brava essence et gaz,1111111.0,Médenine,a vendre ou echange une voiture tres robuste et economique fiat brava 7ch essence et gaz voiture tres bonne etat carroserie et mecanique moteur nthif assistee..vitre electrique ..fermeture.. tous papies en regules fi jerba Afficher,https://www.tayara.tn/item/641c979ef87420510e56df29/,340.0,Blanc,Avec kilométrage,1996,1.4L,Manuelle,Fiat,Bravo,7.0,Berline,Essence
757,Renault megane DCI,21000.0,Tunis,voiture en très bon état et très bien entretenu ,https://www.tayara.tn/item/641c8bc140a1c5493b82b713/,260000.0,Gris,Avec kilométrage,2005,1.5L,Manuelle,Renault,Megane,5.0,Compacte,Diesel
758,سيارة تسجيل اول,24.0,Siliana,voiture 1 ère main toute options en très bon état climatisé vitres électriques fermeture centralisée bluetooth....tel Afficher,https://www.tayara.tn/item/641c837e40a1c5493b82b6a2/,112480.0,Marron,Nouveau,2014,1.2L,Manuelle,Peugeot,301,5.0,Compacte,Essence
759,Citroën C5,22.0,Ariana,Voiture en très bonne état Prix négociable  Afficher,https://www.tayara.tn/item/641c803c40a1c5493b82b675/,185.0,Gris,Nouveau,2008,1.6L,Manuelle,Citroen,C5,6.0,Autres,Diesel
760,chevrolet sonic 2018,27000.0,Bizerte,Tres belle voiture toute option 4 vitre electique ecron tactile avec bluetooth retroviseur electrique a vendre ou echange avec voiture de meme valeur prix legerement negociable tel Afficher/ Afficher,https://www.tayara.tn/item/641c7af240a1c5493b82b625/,83000.0,Rouge,Avec kilométrage,2018,1.2L,Manuelle,Chevrolet,SSR,5.0,Utilitaire,Essence
761,Opel Astra ,17500.0,Nabeul,Avendre Opel Astra Ndhifa barcha Moteur jdid 3omro chagrin jdid Taref sous mafihech Voiture toute option Année 2001 5ch essence Pour contacter tlf seulement Afficher,https://www.tayara.tn/item/641c79de40a1c5493b82b613/,300000.0,Gris,Avec kilométrage,2001,1.2L,Manuelle,Opel,Astra,0.0,Autres,Essence
762,Hyundai SantaFe 7places 4×4,117000.0,Tunis,voiture très bien entretenu 2.4l essence 11ch 7places 4×4 tte opts ,https://www.tayara.tn/item/641c79b5f87420510e56dddc/,112000.0,Blanc,Avec kilométrage,2016,2.4L,Automatique,Hyundai,Santa Fe,11.0,4 x 4,Essence
763,symbol ,30800.0,Tunis,a vendre une belle voiture 1ere main sur carte grise avec toutelea options en marche .entretien fait réçament .pour plus d'info contacter moi par tel Afficher,https://www.tayara.tn/item/641c75e640a1c5493b82b5d4/,126800.0,Gris,Avec kilométrage,2016,1.2L,Manuelle,Renault,Symbol,5.0,Berline,Essence
764,à vendre hyundai gi10 high grade bva tt options sur dossier leasing neuve ,27500.0,Bizerte,je met en vente hyundai gi10 high grade tt options sous garantie maison première main boite auto caméra de recule ditecteur de recule écran tactile ext ...... la voiture encore dossier leasing pour toute information contactez le numéro Afficher à partir de 8h matin jusqu'à 19h merci pas de dérangement ,https://www.tayara.tn/item/641c75e140a1c5493b82b5d3/,46000.0,Noir,Nouveau,2021,1.2L,Automatique,Hyundai,I 10,5.0,Compacte,Essence
